_unit_id	birthplace	date_of_birth	race_ethnicity	year_of_award	award	movie	person
670454619	"Tulsa, Ok"	2-Mar-19	White	1944	Best Actress	The Song of Bernadette	Jennifer Jones
670454620	"Stockholm, Sweden"	29-Aug-15	White	1945	Best Actress	Gaslight	Ingrid Bergman
670454621	"San Antonio, Tx"	23-Mar-05	White	1946	Best Actress	Mildred Pierce	Joan Crawford
670454622	"Tokyo, Japan"	1-Jul-16	White	1947	Best Actress	To Each His Own	Olivia de Havilland
670454623	"Salt Lake City, Ut"	6-Jan-13	White	1948	Best Actress	The Farmer's Daughter	Loretta Young
670454624	"St. Joseph, Mo"	5-Jan-17	White	1949	Best Actress	Johnny Belinda	Jane Wyman
670454625	"Tokyo, Japan"	1-Jul-16	White	1950	Best Actress	The Heiress	Olivia de Havilland
670454626	New York City	21-Jun-21	White	1951	Best Actress	Born Yesterday	Judy Holliday
670454627	"Darjeeling, India"	5-Nov-13	White	1952	Best Actress	A Streetcar Named Desire	Vivien Leigh
670454628	New York City	30-Aug-1898	White	1953	Best Actress	"Come Back, Little Sheba"	Shirley Booth
670454629	"Brussels, Belgium"	4-May-29	White	1954	Best Actress	Roman Holiday	Audrey Hepburn
670454630	"Philadelphia, Pa"	12-Nov-29	White	1955	Best Actress	The Country Girl	Grace Kelly
670454631	"Rome, Italy"	7-Mar-08	White	1956	Best Actress	The Rose Tattoo	Anna Magnani
670454632	"Stockholm, Sweden"	29-Aug-15	White	1957	Best Actress	Anastasia	Ingrid Bergman
670454633	"Thomasville, Ga"	27-Feb-30	White	1958	Best Actress	The Three Faces of Eve	Joanne Woodward
670454634	"Brooklyn, Ny"	30-Jun-18	White	1959	Best Actress	I Want To Live!	Susan Hayward
670454635	"Wiesbaden, Germany"	25-Mar-21	White	1960	Best Actress	Room at the Top	Simone Signoret
670454636	"London, England"	27-Feb-32	White	1961	Best Actress	Butterfield 8	Elizabeth Taylor
670454637	"Pozzuoli, Italy"	20-Sep-34	White	1962	Best Actress	Two Women	Sophia Loren
670454638	"Bronx, Ny"	17-Sep-31	White	1963	Best Actress	The Miracle Worker	Anne Bancroft
670454639	"Packard, Ky"	20-Jan-26	White	1964	Best Actress	Hud	Patricia Neal
670454640	"Walton-on-Thames, Surrey, England"	1-Oct-35	White	1965	Best Actress	Mary Poppins	Julie Andrews
670454641	"Chabua, Assam, India"	14-Apr-41	White	1966	Best Actress	Darling	Julie Christie
670454642	"London, England"	27-Feb-32	White	1967	Best Actress	Who's Afraid of Virginia Woolf?	Elizabeth Taylor
670454643	"Hartford, Ct"	12-May-07	White	1968	Best Actress	Guess Who's Coming to Dinner	Katharine Hepburn
670454644	"Brooklyn, Ny"	24-Apr-42	White	1969	Best Actress	Funny Girl	Barbra Streisand
670454645	"Hartford, Ct"	12-May-07	White	1969	Best Actress	The Lion in Winter	Katharine Hepburn
670454646	"Ilford, Essex, England"	28-Dec-34	White	1970	Best Actress	The Prime of Miss Jean Brodie	Maggie Smith
670454647	"Birkenhead, Cheshire, England"	9-May-36	White	1971	Best Actress	Women in Love	Glenda Jackson
670454648	New York City	21-Dec-37	White	1972	Best Actress	Klute	Jane Fonda
670454649	"Los Angeles, Ca"	12-Mar-46	White	1973	Best Actress	Cabaret	Liza Minnelli
670454650	"Birkenhead, Cheshire, England"	9-May-36	White	1974	Best Actress	A Touch of Class	Glenda Jackson
670454651	"Detroit, Mi"	7-Dec-32	White	1975	Best Actress	Alice Doesn't Live Here Anymore	Ellen Burstyn
670454652	"Birmingham, Al"	22-Jul-34	White	1976	Best Actress	One Flew Over the Cuckoo's Nest	Louise Fletcher
670454653	"Bascom, Fl"	14-Jan-41	White	1977	Best Actress	Network	Faye Dunaway
670454654	"Los Angeles, Ca"	5-Jan-46	White	1978	Best Actress	Annie Hall	Diane Keaton
670454655	New York City	21-Dec-37	White	1979	Best Actress	Coming Home	Jane Fonda
670454656	"Pasadena, Ca"	6-Nov-46	White	1980	Best Actress	Norma Rae	Sally Field
670454657	"Quitman, Tx"	25-Dec-49	White	1981	Best Actress	Coal Miner's Daughter	Sissy Spacek
670454658	"Hartford, Ct"	12-May-07	White	1982	Best Actress	On Golden Pond	Katharine Hepburn
670454659	"Summit, Nj"	22-Jun-49	White	1983	Best Actress	Sophie's Choice	Meryl Streep
670454660	"Richmond, Va"	24-Apr-34	White	1984	Best Actress	Terms of Endearment	Shirley MacLaine
670454661	"Pasadena, Ca"	6-Nov-46	White	1985	Best Actress	Places in the Heart	Sally Field
670454662	"Kirksville, Mo"	22-Nov-24	White	1986	Best Actress	The Trip to Bountiful	Geraldine Page
670454663	"Morton Grove, Il"	24-Aug-65	White	1987	Best Actress	Children of a Lesser God	Marlee Matlin
670454664	"El Centro, Ca"	20-May-46	White	1988	Best Actress	Moonstruck	Cher
670454665	"Los Angeles, Ca"	19-Nov-62	White	1989	Best Actress	The Accused	Jodie Foster
670454666	"London, England"	7-Jun-09	White	1990	Best Actress	Driving Miss Daisy	Jessica Tandy
670454667	"Memphis, Tn"	28-Jun-48	White	1991	Best Actress	Misery	Kathy Bates
670454668	"Los Angeles, Ca"	19-Nov-62	White	1992	Best Actress	The Silence of the Lambs	Jodie Foster
670454669	"London, England"	15-Apr-59	White	1993	Best Actress	Howards End	Emma Thompson
670454670	"Conyers, Ga"	20-Mar-58	White	1994	Best Actress	The Piano	Holly Hunter
670454671	"Cloquet, Mn"	20-Apr-49	White	1995	Best Actress	Blue Sky	Jessica Lange
670454672	"Queens, Ny"	4-Oct-46	White	1996	Best Actress	Dead Man Walking	Susan Sarandon
670454673	"Chicago, Il"	23-Jun-57	White	1997	Best Actress	Fargo	Frances McDormand
670454674	"Culver City, Ca"	15-Jun-63	White	1998	Best Actress	As Good As It Gets	Helen Hunt
670454675	"Los Angeles, Ca"	27-Sep-72	White	1999	Best Actress	Shakespeare in Love	Gwyneth Paltrow
670454676	"Lincoln, Ne"	30-Jul-74	White	2000	Best Actress	Boys Don't Cry	Hilary Swank
670454677	"Smyrna, Ga"	28-Oct-67	White	2001	Best Actress	Erin Brockovich	Julia Roberts
670454678	"Cleveland, Oh"	14-Aug-66	Multiracial	2002	Best Actress	Monster's Ball	Halle Berry
670454679	"Honolulu, Hi"	20-Jun-67	White	2003	Best Actress	The Hours	Nicole Kidman
670454680	"Benoni, South Africa"	7-Aug-75	White	2004	Best Actress	Monster	Charlize Theron
670454681	"Lincoln, Ne"	30-Jul-74	White	2005	Best Actress	Million Dollar Baby	Hilary Swank
670454682	"New Orleans, La"	22-Mar-76	White	2006	Best Actress	Walk the Line	Reese Witherspoon
670454683	"Chiswick, London, England"	26-Jul-45	White	2007	Best Actress	The Queen	Helen Mirren
670454684	"Paris, France"	30-Sep-75	White	2008	Best Actress	The Passionate Life of Edith Piaf	Marion Cotillard
670454685	"Reading, England"	5-Oct-75	White	2009	Best Actress	The Reader	Kate Winslet
670454686	"Arlington, Va"	26-Jul-64	White	2010	Best Actress	The Blind Side	Sandra Bullock
670454687	"Jerusalem, Israel"	9-Jun-81	White	2011	Best Actress	Black Swan	Natalie Portman
670454688	"Summit, Nj"	22-Jun-49	White	2012	Best Actress	The Iron Lady	Meryl Streep
670454689	"Louisville, Ky"	15-Aug-90	White	2013	Best Actress	Silver Linings Playbook	Jennifer Lawrence
670454690	"Melbourne, Victoria, Australia"	14-May-69	White	2014	Best Actress	Blue Jasmine	Cate Blanchett
670454691	"Litchfield, Mn"	15-Feb-1899	White	1937	Best Supporting Actress	Anthony Adverse	Gale Sondergaard
670454692	New York City	2-Nov-1892	White	1938	Best Supporting Actress	In Old Chicago	Alice Brady
670454693	"Los Angeles, Ca"	7-Dec-1891	White	1939	Best Supporting Actress	Jezebel	Fay Bainter
670454694	"Wichita, Ks"	10-Jun-1893	Black	1940	Best Supporting Actress	Gone with the Wind	Hattie McDaniel
670454695	"Palmyra, Mo"	15-Oct-1879	White	1941	Best Supporting Actress	The Grapes of Wrath	Jane Darwell
670454696	"Quincy, Il"	3-May-06	White	1942	Best Supporting Actress	The Great Lie	Mary Astor
670454697	New York City	27-Oct-18	White	1943	Best Supporting Actress	Mrs. Miniver	Teresa Wright
670454698	"Athens, Greece"	17-Dec-00	White	1944	Best Supporting Actress	For Whom the Bell Tolls	Katina Paxinou
670454699	"Philadelphia, Pa"	15-Aug-1879	White	1945	Best Supporting Actress	None but the Lonely Heart	Ethel Barrymore
670454700	New York City	25-Jun-03	White	1946	Best Supporting Actress	National Velvet	Anne Revere
670454701	"Michigan City, In"	7-May-23	White	1947	Best Supporting Actress	The Razor's Edge	Anne Baxter
670454702	New York City	29-Apr-17	White	1948	Best Supporting Actress	Gentleman's Agreement	Celeste Holm
670454703	New York City	8-Mar-10	White	1949	Best Supporting Actress	Key Largo	Claire Trevor
670454704	"Joliet, Il"	17-Mar-16	White	1950	Best Supporting Actress	All the King's Men	Mercedes McCambridge
670454705	"Newtonville, Ma"	3-Jan-1886	White	1951	Best Supporting Actress	Harvey	Josephine Hull
670454706	"Detroit, Mi"	12-Nov-22	White	1952	Best Supporting Actress	A Streetcar Named Desire	Kim Hunter
670454707	"Los Angeles, Ca"	28-Nov-23	White	1953	Best Supporting Actress	The Bad and the Beautiful	Gloria Grahame
670454708	"Denison, Ia"	27-Jan-21	White	1954	Best Supporting Actress	From Here to Eternity	Donna Reed
670454709	"Newark, Nj"	4-Jul-24	White	1955	Best Supporting Actress	On the Waterfront	Eva Marie Saint
670454710	"Oakland, Ca"	30-Dec-14	White	1956	Best Supporting Actress	East of Eden	Jo Van Fleet
670454711	"Chicago, Il"	30-Jan-25	White	1957	Best Supporting Actress	Written on the Wind	Dorothy Malone
670454712	"Otaro, Hokkaido, Japan"	3-Apr-29	Asian	1958	Best Supporting Actress	Sayonara	Miyoshi Umeki
670454713	"Bramhall, Cheshire, England"	15-Aug-12	White	1959	Best Supporting Actress	Separate Tables	Wendy Hiller
670454714	"St. Louis, Mo"	18-Aug-20	White	1960	Best Supporting Actress	The Diary of Anne Frank	Shelley Winters
670454715	"Charleroi, Pa"	31-Mar-34	White	1961	Best Supporting Actress	Elmer Gantry	Shirley Jones
670454716	"Humacao, Puerto Rico"	11-Dec-31	Hispanic	1962	Best Supporting Actress	West Side Story	Rita Moreno
670454717	"Elmhurst, Ny"	14-Dec-46	White	1963	Best Supporting Actress	The Miracle Worker	Patty Duke
670454718	"London, England"	11-May-1892	White	1964	Best Supporting Actress	the V.I.P.s	Margaret Rutherford
670454719	"St. Petersburg, Russia"	9-Oct-18	White	1965	Best Supporting Actress	Zorba the Greek	Lila Kedrova
670454720	"St. Louis, Mo"	18-Aug-20	White	1966	Best Supporting Actress	A Patch of Blue	Shelley Winters
670454721	"Hastings, Ne"	27-Apr-37	White	1967	Best Supporting Actress	Who's Afraid of Virginia Woolf?	Sandy Dennis
670454722	"Marblehead, Ma"	20-Nov-27	White	1968	Best Supporting Actress	Bonnie and Clyde	Estelle Parsons
670454723	"Quincy, Ma"	30-Oct-1896	White	1969	Best Supporting Actress	Rosemary's Baby	Ruth Gordon
670454724	"Silver Spring, Md"	21-Nov-45	White	1970	Best Supporting Actress	Cactus Flower	Goldie Hawn
670454725	"Washington, Dc"	10-Oct-00	White	1971	Best Supporting Actress	Airport	Helen Hayes
670454726	"Des Moines, Ia"	30-Apr-26	White	1972	Best Supporting Actress	The Last Picture Show	Cloris Leachman
670454727	"Columbus, Oh"	29-Mar-19	White	1973	Best Supporting Actress	Butterflies Are Free	Eileen Heckart
670454728	"Los Angeles, Ca"	5-Nov-63	White	1974	Best Supporting Actress	Paper Moon	Tatum O'Neal
670454729	"Stockholm, Sweden"	29-Aug-15	White	1975	Best Supporting Actress	Murder on the Orient Express	Ingrid Bergman
670454730	New York City	31-Oct-27	White	1976	Best Supporting Actress	Shampoo	Lee Grant
670454731	"Old Westbury, Ny"	2-Aug-14	White	1977	Best Supporting Actress	Network	Beatrice Straight
670454732	"London, England"	30-Jan-37	White	1978	Best Supporting Actress	Julia	Vanessa Redgrave
670454733	"Ilford, Essex, England"	28-Dec-34	White	1979	Best Supporting Actress	California Suite	Maggie Smith
670454734	"Summit, Nj"	22-Jun-49	White	1980	Best Supporting Actress	Kramer vs. Kramer	Meryl Streep
670454735	"Newport, Ar"	8-Feb-53	White	1981	Best Supporting Actress	Melvin and Howard	Mary Steenburgen
670454736	"Troy, Ny"	21-Jun-25	White	1982	Best Supporting Actress	Reds	Maureen Stapleton
670454737	"Cloquet, Mn"	20-Apr-49	White	1983	Best Supporting Actress	Tootsie	Jessica Lange
670454738	"Morristown, Nj"	2-Apr-45	White	1984	Best Supporting Actress	The Year of Living Dangerously	Linda Hunt
670454739	"Croydon, Surrey, England"	22-Dec-07	White	1985	Best Supporting Actress	A Passage to India	Peggy Ashcroft
670454740	"Santa Monica, Ca"	8-Jul-51	White	1986	Best Supporting Actress	Prizzi's Honor	Anjelica Huston
670454741	"Kansas City, Mo"	28-Mar-48	White	1987	Best Supporting Actress	Hannah and Her Sisters	Dianne Wiest
670454742	"Lowell, Ma"	20-Jun-31	White	1988	Best Supporting Actress	Moonstruck	Olympia Dukakis
670454743	"Wareham, Ma"	21-Jan-56	White	1989	Best Supporting Actress	The Accidental Tourist	Geena Davis
670454744	"Dublin, Ireland"	17-Feb-45	White	1990	Best Supporting Actress	My Left Foot	Brenda Fricker
670454745	New York City	13-Nov-55	Black	1991	Best Supporting Actress	Ghost	Whoopi Goldberg
670454746	"Queens, Ny"	28-Feb-48	Hispanic	1992	Best Supporting Actress	The Fisher King	Mercedes Ruehl
670454747	"Brooklyn, Ny"	4-Dec-64	White	1993	Best Supporting Actress	My Cousin Vinny	Marisa Tomei
670454748	"Winnipeg, Manitoba, Canada"	24-Jul-82	White	1994	Best Supporting Actress	The Piano	Anna Paquin
670454749	"Kansas City, Mo"	28-Mar-48	White	1995	Best Supporting Actress	Bullets Over Broadway	Dianne Wiest
670454750	"Tenafly, Nj"	28-Sep-67	White	1996	Best Supporting Actress	Mighty Aphrodite	Mira Sorvino
670454751	"Paris, France"	9-Mar-64	White	1997	Best Supporting Actress	The English Patient	Juliette Binoche
670454752	"Athens, Ga"	8-Dec-53	White	1998	Best Supporting Actress	L.A. Confidential	Kim Basinger
670454753	"York, North Yorkshire, England"	9-Dec-34	White	1999	Best Supporting Actress	Shakespeare in Love	Judi Dench
670454754	"Los Angeles, Ca"	4-Jun-75	White	2000	Best Supporting Actress	"Girl, Interrupted"	Angelina Jolie
670454755	"La Jolla, Ca"	14-Aug-59	White	2001	Best Supporting Actress	Pollock	Marcia Gay Harden
670454756	"Catskill Mountains, Ny"	12-Dec-70	White	2002	Best Supporting Actress	A Beautiful Mind	Jennifer Connelly
670454757	"Mumbles, Wales"	25-Sep-69	White	2003	Best Supporting Actress	Chicago	Catherine Zeta-Jones
670454758	"Katy, Tx"	25-Apr-69	White	2004	Best Supporting Actress	Cold Mountain	Renée Zellweger
670454759	"Melbourne, Victoria, Australia"	14-May-69	White	2005	Best Supporting Actress	The Aviator	Cate Blanchett
670454760	"London, England"	7-Mar-71	White	2006	Best Supporting Actress	The Constant Gardener	Rachel Weisz
670454761	"Chicago, Il"	12-Sep-81	Black	2007	Best Supporting Actress	Dreamgirls	Jennifer Hudson
670454762	"London, England"	5-Nov-60	White	2007	Best Supporting Actress	Michael Clayton	Tilda Swinton
670454763	"Madrid, Spain"	28-Apr-74	Hispanic	2009	Best Supporting Actress	Vicky Cristina Barcelona	Penelope Cruz
670454764	"Woodlawn, Md"	11-Dec-67	Black	2010	Best Supporting Actress	Precious	Mo'Nique
670454765	New York City	14-Sep-60	White	2011	Best Supporting Actress	The Fighter	Melissa Leo
670454766	"Montgomery, Al"	25-May-72	Black	2012	Best Supporting Actress	The Help	Octavia Spencer
670454767	"Brooklyn, Ny"	12-Nov-82	White	2013	Best Supporting Actress	Les Misérables	Anne Hathaway
670454768	"Mexico City, Mexico"	1-Mar-83	Black	2014	Best Supporting Actress	12 Years a Slave	Lupita Nyong'o
670927629	"Sucha, Galicia, Austria"	22-Jun-06	White	1961	Best Director	The Apartment	Billy Wilder
670939613	"Independence, Mo"	16-Jul-11	White	1941	Best Actress	Kitty Foyle	Ginger Rogers
670944094	"Concord, Ca"	9-Jul-56	White	1994	Best Actor	Philadelphia	Tom Hanks
670944168	New York City	3-Feb-39	White	1979	Best Director	The Deer Hunter	Michael Cimino
670944316	"Quincy, Il"	3-May-06	White	1942	Best Supporting Actress	The Great Lie	Mary Astor
670944478	"Los Angeles, Ca"	4-Jun-75	White	2000	Best Supporting Actress	"Girl, Interrupted"	Angelina Jolie
670944543	New York City	31-Oct-27	White	1976	Best Supporting Actress	Shampoo	Lee Grant
670944623	New York City	25-Jun-03	White	1946	Best Supporting Actress	National Velvet	Anne Revere
670944674	"Bascom, Fl"	14-Jan-41	White	1977	Best Actress	Network	Faye Dunaway
670944755	"Walters, Ok"	13-Dec-10	White	1943	Best Supporting Actor	Johnny Eager	Van Heflin
670944822	"Thomasville, Ga"	27-Feb-30	White	1958	Best Actress	The Three Faces of Eve	Joanne Woodward
670944835	"Helena, Mt"	7-May-01	White	1953	Best Actor	High Noon	Gary Cooper
670944920	"London, England"	27-Feb-32	White	1967	Best Actress	Who's Afraid of Virginia Woolf?	Elizabeth Taylor
670944948	"Lincoln, Ne"	30-Jul-74	White	2005	Best Actress	Million Dollar Baby	Hilary Swank
670945043	"Lincoln, Ne"	30-Jul-74	White	2005	Best Actress	Million Dollar Baby	Hilary Swank
670945693	"Los Angeles, Ca"	27-Sep-72	White	1999	Best Actress	Shakespeare in Love	Gwyneth Paltrow
670945790	"Malden, Ma"	16-Jun-07	White	1969	Best Supporting Actor	The Subject Was Roses	Jack Albertson
670945834	"Woodlawn, Md"	11-Dec-67	Black	2010	Best Supporting Actress	Precious	Mo'Nique
670945895	"La Jolla, Ca"	14-Aug-59	White	2001	Best Supporting Actress	Pollock	Marcia Gay Harden
670946199	"Ilford, Essex, England"	28-Dec-34	White	1970	Best Actress	The Prime of Miss Jean Brodie	Maggie Smith
670946276	"London, England"	7-Mar-71	White	2006	Best Supporting Actress	The Constant Gardener	Rachel Weisz
670946299	"Manchester, England"	20-Oct-56	White	2009	Best Director	Slumdog Millionaire	Danny Boyle
670964912	"Chicago, Il"	26-Jul-22	White	1977	Best Supporting Actor	All the President's Men	Jason Robards
670964956	"Laurel, Ne"	31-Aug-28	White	1999	Best Supporting Actor	Affliction	James Coburn
670972898	"Nevada, Mo"	5-Aug-06	White	1949	Best Director	The Treasure of the Sierra Madre	John Huston
